CATEGORY	DATE	TITLE	COUNT
Finance	2023-04-20	Bitcoin's current trend follows the gold market of the 1970s, Morgan Stanley analyst Sheena Shah said in a report. The speculative drivers of the two are strikingly similar, and bitcoin appears to follow the history of gold's 4-year cycle of rollover rallies	1
Finance	2023-04-20	@AbsNeurons @stillgray LMFAO! The CEO works for Morgan Stanley and the biggest contributor is Jeff Bezos good job at finding an unbiased source. Try again	1
Finance	2023-04-20	"@divapbitz @thecrispypizza @cabadunn @StWoods2023 @inv_maddy @Crazy_Cavalier @uranoutofluck @AbortionChat The alleged ""study"" was done by Morgan Stanley, the investment firm."	1
Finance	2023-04-20	@thecrispypizza @cabadunn @StWoods2023 @inv_maddy @Crazy_Cavalier @uranoutofluck @AbortionChat Morgan Stanley. An investment firm.	1
Finance	2023-04-20	@Ashcryptoreal Morgan Stanley analyst Sheena Shah said in the report that Bitcoin's current trend follows the gold market in the 1970s. She said that the speculative drive of the two is strikingly similar, and Bitcoin seems to follow the history of gold's 4-year cycle.	1
Finance	2023-04-20	"""The world is changing rapidly and you have to adapt at the same pace, or you fade out"" Abdul Hameed Oluwashegu Tade Software Engineer, Morgan Stanley West Africa SHS 2018 #NSMQLiveChat #Primrtime"	9
Finance	2023-04-20	Just left Morgan Stanley Bulls v Bears: Tesla lunch. 4 out of 40 people polled believe FSD will eventually reach full autonomy with current stack.	1
Finance	2023-04-20	Total assets, 2022. JP Morgan: $3.7 trillion Bank of America: $3 trillion Citigroup: $2.3 trillion Wells Fargo: $1.8 trillion Goldman Sachs: $1.5 trillion Morgan Stanley: $1.1 trillion	206
Finance	2023-04-20	"""NSMQ gave me an experience on how to handle Stage Fright"" Abdul Hameed Oluwashegu Software Engineer, Morgan Stanley West Africa 2018 #NSMQLiveChat #Primetime"	4
Finance	2023-04-20	@beachhasaliens @Me_Predictor Well before Modi starts we were classified under Fragile Five by Morgan Stanley analyst.	1
Finance	2023-04-20	@SECGov @timthwang Here's a public comment: Investigate the Morgan Stanley Nicholas group...?	1
Finance	2023-04-20	@sage1411 Like I said, not saying there isn't something sketchy going on, was just commenting on the likelihood that the whole building is rented or owned by Morgan Stanley	1
Finance	2023-04-20	Polkadot ($DOT, -4.4%) down bad because Morgan Stanley chief warns investment banking may not recover until next year	1
Finance	2023-04-20	@Snark150 @Smaug86 @ophello @shane_riordan @elonmusk Morgan Stanley conference. March 7th Correction, he states that there's a 50% chance of reaching orbit, and 80% chance they make it this year.	1
Finance	2023-04-20	It doesn't happen with one transaction, in one day on the job, or in one quarter. It's earned relationship by relationship.Wells Fargo.A network working to connect sellers and buyers. Visa. La empresa tiene su denominacin en Morgan Stanley.@MorganStanley	1
Finance	2023-04-20	"@soledadobrien @MuellerSheWrote ""I'm not saying it will get to orbit, but I am guaranteeing excitement. It won't be boring,"" Musk promised at a Morgan Stanley conference last month. ""I think it's got, I don't know, hopefully about a 50 percent chance of reaching orbit."" Well, @elonmusk got that right."	1
Finance	2023-04-20	@cabadunn @StWoods2023 @inv_maddy @Crazy_Cavalier @uranoutofluck @AbortionChat Morgan Stanley did a study on it, the rate of singleness and childlessness in aging women is growing.	1
Finance	2023-04-20	$ SD : 24-29 HSBC Global: 24 TL Morgan Stanley: 24-27 TL Bank of America: 24 TL JPMorgan: 24-25 TL Standard & ; Poor's: 24 TL	1
Finance	2023-04-20	@SawyerMerritt He's just butt hurt b/c he looked like a total fool on the call. I'm ashamed to say I have my TSLA shares with Morgan Stanley.	1
Finance	2023-04-20	@zerohedge who is morgan stanley sounds like a dry cleaners or a laundry mat	1
Finance	2023-04-20	$TSLA Tesla PT Cut to $200 from $220 at Morgan Stanley	1
Finance	2023-04-20	$FSLY news Fastly (FSLY) executing on key priorities - Morgan Stanley	2
Finance	2023-04-20	@Cribdilla @MattLasky Think it depends on who your employees are. I was at Morgan Stanley on 9/11 and decision to move some groups out of city. Commodities went to White Plains. Senior guys who lived in Greenwich loved it, 20 and 30-somethings who reverse commuted HATED it.	1
Finance	2023-04-20	Morgan Stanley today lowered its price target on $TSLA to $200 from $250 while maintaining its Overweight rating	1
Finance	2023-04-20	@Barchart Looks like a bumpy ride ahead for the S & ;P 500 as predicted by Morgan Stanley's Chief U.S. Equity Strategist. But don't worry, you can still earn some extra cash by downloading the TEMU app and using my invitation code < ;111350262 > ;!	1
Finance	2023-04-20	$ATEC ++ solid Q, raising estimates, very nice acquisition, Cowen reit Buy ($22 TP, Morgan Stanley reit Top Pick) , hitting 52 week high	1
Finance	2023-04-20	@KevC_Sports @MadScientistFF Is that Stanley Morgan?	1
Finance	2023-04-20	@MaxROIFarmer Morgan Stanley paying 4% + in savings account currently	1
Finance	2023-04-20	@MariaBartiromo @MorningsMaria @FoxBusiness @MorganStanley While Morgan Stanley is heard by US FOX is NOT..really!!	2
Finance	2023-04-20	@financialjuice Get cash while making smart investments! Morgan Stanley's Gorman predicts two more Fed rate hikes. Download the TEMU app and use my invitation code < ;111489395 > ; for extra bucks.	1
Finance	2023-04-20	@zerohedge Looks like Morgan Stanley is feeling the heat in the commercial real estate market. Credit loss provisions soaring - not a good look for investors! Click my profile plz	1
Finance	2023-04-20	"@Ravisutanjani Congrats to these top companies for making it on the @LinkedIn's list of best places to work in India for 2023! Exciting times ahead for employees at TCS, Amazon, Morgan Stanley, Reliance Industries and Macquarie Group!"" Click my profile plz"	1
Finance	2023-04-20	Cedar Fair started at overweight with $53 stock price target at Morgan Stanley	1
Finance	2023-04-20	SeaWorld started at overweight with $70 stock price target at Morgan Stanley	1
Finance	2023-04-20	@gaurav86854784 @VaibhavBhimjiy2 STRONG BUY rating on OIL INDIA LTD has been given by Superstar ji of Moneycontrol forum fame and also by Morgan Stanley. Target by Morgan Stanley is Rs 339 short term. Target by Superstar ji is 500+ #MultiBagger #StocksToBuy #BREAKOUTSTOCKS	1
Finance	2023-04-20	Six Flags started at equal weight with $29 stock price target at Morgan Stanley	1
Finance	2023-04-20	Exciting news for investors! Morgan Stanley has initiated coverage on Six Flags with an equal weight rating and a $29 stock price target. It'll be interesting to see how the market reacts to this new analysis. #sixflags #investing #morganstanley #stocks	1
Finance	2023-04-20	"""Exciting news for investors as @SeaWorld earns an overweight rating with a $70 stock price target from Morgan Stanley! Looking forward to seeing the aquatic entertainment giant continue to grow and succeed in the market. #SeaWorld #investment #stockmarket"""	1
Finance	2023-04-20	"Exciting news! Cedar Fair has been given an ""overweight"" rating with a $53 stock price target by Morgan Stanley. As a leader in the amusement park industry, this is a positive indicator of growth and potential for future success. #CedarFair #investing #MorganStanley"	1
Finance	2023-04-20	CEDAR FAIR LP : MORGAN STANLEY INITIATES COVERAGE WITH OVERWEIGHT RATING	1
Finance	2023-04-20	@MarketNewsLLC @mymorristribe @Zerosumgame33 Zerosumgame33 should have been first clue. Wonder who he really is and if he is an active broker for someone like Morgan Stanley or another big houseI am going to loose entire amount. Time to stop listening to these piss and independents and listen to the professionals	1
Finance	2023-04-20	"""For carbon-conscious investors armed with the relevant data and methodology, one compelling strategy may be as simple as investing in high-quality businesses with low carbon footprints."" - from a Morgan Stanley Ideas article"	1
Finance	2023-04-20	$ITCI Morgan Stanley initiated coverage with an Outperform & ; $80 PT. Company well positioned for additional appreciation. We believe CALYPTA sales will remain strong in 23 ahead of Ph 3 data in MDD adjunctive therapy	1
Finance	2023-04-20	PRICE TARGET CHANGES : $RTX: Jefferies Downgrades to Hold from Buy - PT $110 $FSLY: Morgan Stanley Upgrades to Equalweight from Underweight - PT $18 $GE: Jefferies Upgrades to Buy from Hold - PT $120 $TSLA: Tudor Pickering Downgrades to Sell from Hold	2
Finance	2023-04-20	@washingtonpost In January Goldman Sachs let go of roughly 3,000 employees, or 6% of its workforce. Morgan Stanley also cut 1,600 members of its staff in December, according to reports, or roughly 2% of its workforce. Here comes the Recession & ; the Biden Family collapse, all at the same time.	1
Finance	2023-04-20	"@wanda_hudson @TSLAFanMtl @elonmusk @tsrandall Thank you, Wanda. I'm certainly not alone supporting Tesla's long term view of strategy/*competitive* advantage. Morgan Stanley's Adam Jonas, considered by many to be the leading EV analyst, agrees.... ""As Teslas margins fall, competitors may need to re-assess their EV"	1
Finance	2023-04-20	In January Goldman Sachs let go of roughly 3,000 employees, or 6% of its workforce. Morgan Stanley also cut 1,600 members of its staff in December, according to reports, or roughly 2% of its workforce. Here comes the Recession & ; the Biden Family collapse, all at the same time.	1
Finance	2023-04-20	First out// $SEAS: Morgan Stanley Initiates Coverage On SeaWorld Entertainment with Overweight Rating, Announces Price Target of	1
Finance	2023-04-20	$SO Morgan Stanley Maintains Underweight on Southern, Raises Price Target to $63	1
Finance	2023-04-20	StockMKTNewz: Morgan Stanley today lowered its price target on Tesla $TSLA to $200 from $250 while maintaining its Overweight rating JPMorgan today lowered its price target on Tesla $TSLA to $115 from $120 while maintaining its Underweight rating	1
Finance	2023-04-20	Tesla $TSLA ... via the 'smart guys'. Morgan Stanley 'overweight' 220 > ;200 Wedbush 'outperform' 225 > ;215 Citi 'neutral' 192 > ;175 BNP Paribas 'underperform' 140 > ;125 Wells Fargo 'equalweight' 190 > ;170 Goldman 'buy' 210 > ;185 JPM 'underweight' 120 > ;115 Canaccord 'buy' 275 > ;257	1
Finance	2023-04-20	Tesla $TSLA ... via the 'smart guys'. Morgan Stanley 'overweight' 220 > ;200 Wedbush 225 > ;215 Citi 'neutral' 192 > ;175 BNP Paribas 'underperform' 140 > ;125 Wells Fargo 'equalweight' 190 > ;170 Goldman 'buy' 210 > ;185 JPM 'underweight' 120 > ;115 Mizuho 'buy' 250 > ;230 Canaccord 'buy' 275 > ;257	1
Finance	2023-04-20	$ES Morgan Stanley analyst Stephen Byrd maintains Eversource Energy with a Equal-Weight and raises the price target from $82 to $86 #Stocks #StockMarket #VTMTrading	1
Finance	2023-04-20	$PCG Morgan Stanley Maintains Equal-Weight on PG & ;E, Raises Price Target to $15	1
Finance	2023-04-20	Seagate (STX) to pay $300M penalty for shipping Huawei hard drives. Job cuts that Disney (DIS) is planning will land at ESPN unit. Morgan Stanley (MS) earnings beat on strong trading revenue. Economic activity barely budged - Fed's Beige Book.	1
Finance	2023-04-20	@RhinoRally Morgan Stanley 20% hair cut , that means -25%-35% market , around $144	1
Finance	2023-04-20	$FFIV Morgan Stanley Maintains Equal-Weight on F5, Lowers Price Target to $165	1
Finance	2023-04-20	Tesla's revenue rose 24%, while Morgan Stanley's earnings fell 19% and IBM's net income jumped 26%. Meta announced tech layoffs. Today, AT & ;T, American Express and Blackstone will report their earnings results.	1
Finance	2023-04-20	Us banks are posting great results in these difficult times . Today Morgan Stanley delivered results above market expectations #MorganStanley These may be good for Indian IT COMPANIES as they have significant amount of business with US AMERICAN BANKS #INFOSYS #TCS #HCLTECH #NIFTY	2
Finance	2023-04-20	US Banking crisis is far from over. List of banks lacking sufficient liquidity : 1) Bank of America 2) CITI 3) JP morgan chase 4) Wells Fargo 5) Goldman Sachs 6) Morgan Stanley 7) PNC 8) BNY Mellon 9) State Street 10) Truist 11) US Bank More will follow bankruptcy.	2
Finance	2023-04-20	Morgan Stanley today lowered its price target on #Tesla $TSLA to $200 from $250 while maintaining its Overweight rating	1
Finance	2023-04-20	Morgan Stanley Upgrades to Equalweight from Underweight - PT $18 (from $12) $FSLY	1
Finance	2023-04-20	Morgan Stanley initiated $ITCI Overweight/$80 Stock should continue to rise if additional script data and quarterly results continue to support the potential for beating the Co's initial '23 net product sales guidance, ahead of the Ph3 data in MDD adjunctive-Tx. $btai $axsm $krtx	1
Finance	2023-04-20	@MadScientistFF Stanley Morgan, New England Patriots	1
Finance	2023-04-20	$FSLY upgraded to Equal Weight from Underweight at Morgan Stanley	1
Finance	2023-04-20	$IRON, $ITCI initiated with an Overweight at Morgan Stanley	1
Finance	2023-04-20	$ITCI Morgan Stanley initiates coverage on Intra-Cellular Therapies with an Overweight rating	1
Finance	2023-04-20	$IRON Morgan Stanley initiates coverage on Disc Medicine with an Overweight rating	1
Finance	2023-04-20	$FSLY Morgan Stanley upgrades Fastly to Equal Weight from Underweight	2
Finance	2023-04-20	Analysts Price Target Action Post $TSLA Earnings: Canaccord $275 - > ; $257 (cut) Mizuho $250 - > ; $230 (cut) BofA $220 - > ; $225 (raise) RBC $217 - > ; $212 (cut) Morgan Stanley $220 - > ; $200 (cut) DB $250 - > ; $200 (cut) Goldman Sachs $210 - > ; $185 (cut) Citigroup $192 - > ; $175 (cut) TD	9
Finance	2023-04-20	Tesla PT Cut to $200 from $220 at Morgan Stanley	20
Finance	2023-04-20	I can assist you with generating a tweet on the topic of $spy. What would you like the tweet to say? @zerohedge: Tesla PT Cut to $200 from $220 at Morgan Stanley	1
Finance	2023-04-20	Morgan Stanley lowers #Tesla PT to $200 from $220 . Due to recent financials, market risks, or growth concerns. Examine all factors & ; stay updated on $TSLA news!	1
Finance	2023-04-20	zerohedge: Tesla PT Cut to $200 from $220 at Morgan Stanley	1
Finance	2023-04-20	"Here's a tweet you could use: ""Morgan Stanley has cut its price target for Tesla from $220 to $200. Will this impact the electric car maker's stock performance? #Tesla #MorganStanley #Stocks"""	1
Finance	2023-04-20	Adam JonasMorgan Stanley Analyst Hi everybody. So, first, Elon, good luck with tomorrows launch of Boca Chica. Elon MuskChief Executive Officer Thanks. You cant have too much luck in the rocket business, thats for sure. #TruthGPT	1
Finance	2023-04-20	@BloombergFeed > ; Abbott Laboratories, ASML Holding, Baker Hughes, Crown Castle, Discover Financial Services, Elevance Health, IBM, Kinder Morgan, Lam Research, Las Vegas Sands, Morgan Stanley, Nasdaq, Travelers, and U.S. Bancorp announce earnings. 20/22	1
Finance	2023-04-20	U.S. stocks closed mostly flat on Wednesday, following mixed earnings reports from a number of big U.S. companies including Morgan Stanley & ; Netflix. Dow -0.23% (-79.62) at 33,897.01, S & ;P 500 -0.01% (-0.35) at 4,154.52 & ; NASDAQ +0.03% at (+3.81) at 12,157.23.	1
Finance	2023-04-20	Furthermore, focusing on Asian markets is seen as a profitable move in the coming years. Even experts at Morgan Stanley agree with me: according to their forecasts, economic growth in Asia will surpass that of the US and Europe. #oilprices #economy #asianmarkets #MorganStanley.	4
Finance	2023-04-20	BofA, Morgan Stanley Sell $16 Billion in Post-Earnings Bond Rush	1
Finance	2023-04-20	7/ International Business Machines Corp. and Morgan Stanley beat forecasts. In Asia, Taiwan Semiconductor Manufacturing Co. forecast worse-than-anticipated revenue for the current quarter, reflecting a persistent slump in demand for everything from smartphones to	1
Finance	2023-04-20	Twitter by Morgan Stanley soon	1
Finance	2023-04-20	Morgan Stanley: Bitcoin follows a four-year rise in gold prices, and the speculative similarities are striking TruthScore: 97	1
Finance	2023-04-20	Morgan Stanley upgrade Fastly $FSLY to equal weight from underweight and raise the price target to $18 from $12 #Software	2
Finance	2023-04-20	#MorganStanley beats estimates with wealth business #growth, but shares fall Morgan Stanley's profit beat expectations as wealth management revenue climbed in the first quarter, offsetting slumps in investment #banking and #trading.	1
Finance	2023-04-20	Morgan Stanley, $MS, netted $20 billion in new client assets from First Republic Bank, $FRC, and other regional banks. Morgan Stanley was also 1 of 11 banks that provided $30 billion in deposits to First Republic in March. The largest banks are getting even larger	1
Finance	2023-04-20	Morgan Stanley boss talks down banking crisis as deal-making slump hits profits	1
Finance	2023-04-20	"""Deutsche Bank revises up UK rate hike expectations, predicting two more hikes from the BOE. Morgan Stanley predicts one hike, but risks of a second. #UKrates #BOE #DeutscheBank #MorganStanley"""	1
Finance	2023-04-20	Morgan Stanley earnings - Earnings of $1.70 per share, vs. $1.62 (EST). Revenue of $14.52bn, vs. $13.92bn (EST). Profits fell 19% to $2.98bn from a year earlier on declines in investment banking and trading (dearth of deals) - shares -0.45% at $90.00	1
Finance	2023-04-20	Continuum #Green #Energy, which is funded by #Morgan Stanley and has an enterprise value of $1.5 billion, has two selected bidders for a majority interest: #Eversource Capital and #JSW Neo Energy. #themetloid #elogicals	2
Finance	2023-04-20	@G_A_Wilson @calvinfroedge I watched the video in middle of November. It helped me to buy $PXT, a Canadian company operating in Colombia. I did not buy $EC until November 30, when Morgan Stanley removed EC from one of its index. I averaged down as tax-loss harvesting caused another ~10% drop.	1
Finance	2023-04-20	@lorakolodny Morgan Stanley smells a capital hike and wants in?	1
Finance	2023-04-20	#MCPodcast In this episode of #MarketMinutes, Shailaja Mohapatra talks about... Morgan Stanley earnings Why Equitas and AU Small Finance Bank are in focus #Q4 numbers of #Mastek and #ICICISecurities	1
Finance	2023-04-20	@Tweetermeyer He is Morgan Stanleys too big to fail Client. If he goes a couple of portfolio managers might have to find new identities	1
Finance	2023-04-20	#ARAlerts is here! - 20th April 2023 - Asia-Pacific markets are largely lower on Thursday as #investors on Wall Street digest more earnings reports from names like Netflix, IBM and Morgan Stanley; ASX 200 (-0.16%), Nikkei 22 (-0.33%), KOSPI (-0.31%)	1
Finance	2023-04-20	Morgan Stanley Q1 Results: Firm beats estimates as wealth management shines, but shares slip #Stockmarketindia #Wealthmanagement #stockmarkets	1
Finance	2023-04-20	@bankingslut @GoldmanSachs Banking Slut, this banger has Linkedin in turmoil right now. I will most definitely copy paste this and switch Goldman with Morgan Stanley in like 2 weeks.	2
Finance	2023-04-20	@ThatVidyaGuy Tencent Holdings Ltd. (9.1 percent); and a run of three asset-management specialists: Baillie Gifford (11.8 percent), Morgan Stanley (7.3 percent), and T.Rowe Price Associates (6.2 percent). Guess not.	1
Finance	2023-04-20	@JaMarrJungle No fuck off wheres stanley morgan	1
Finance	2023-04-20	#MorningUpdate Asian-Pacific markets are largely lower on Thursday as investors on Wall Street digest more earnings reports from names like Netflix, IBM and Morgan Stanley. #WorldTradeNews #StockMarketUpdate	1
Finance	2023-04-20	@MartBrou1747 Morgan Stanley was a facilitator for the 6th street loan which is a scam to begin with 500 million dollars was not gonna save a bankrupt towel seller now MS is collecting every penny by dilutiong shares and there will be a split or bankruptcy or delisting no other tricks left	1
Finance	2023-04-20	TCS has emerged as the best workplace in India this year, followed by Amazon and Morgan Stanley. LinkedIn 2023 Report. #TCS #Amazon #MorganStanley	1
Finance	2023-04-20	@AMCbiggums I got a missed phone call from Morgan Stanley today. Anyone else getting these??	1
Finance	2023-04-20	@DillonLoomis22 @SawyerMerritt @Tesla CT alphas going the assembly line was an encouraging point as well, but the funniest part was the way the WHOLE team got defensive when Morgan Stanley suggested that they were on the way to putting the competition out of business.	1
Finance	2023-04-20	Morgan Stanley tops analysts expectations on better-than-expected trading results Morgan Stanley gets most of its revenue from wealth and investment management, steadier businesses that helped offset volatile trading and advisory results. Source link The post Morg	1
Finance	2023-04-20	19-4-2023: S & ;P 500 finished little changed Wednesday as another loaded earnings day kicked into full swing and investors parsed the latest results from companies including Netflix and Morgan Stanley. The Dow fell 0.23%. The S & ;P 500 slipped 0.01%. The Nasdaq inched up 0.03%.	1
Finance	2023-04-20	@UN @antonioguterres As long as it is not about their reproductive rights and their Sovereign selves. So diverse Yeah right. Rise of the SHEconomy | Morgan Stanley They even tell us.	1
Finance	2023-04-20	Morgan Stanley's Gorman: I don't expect any rate cuts to happen this year. $MS #FOMC #inflation #interestrates	1
Finance	2023-04-20	The S & ;P 500 finished little changed Wednesday as another loaded earnings day kicked into full swing and investors parsed the latest results from companies including Netflix and Morgan Stanley. The Dow fell 0.23%. The S & ;P 500 slipped 0.01%. The Nasdaq inched up 0.03%.	1
Finance	2023-04-20	Morgan Stanley rose after its investment bank surpassed expectations even as profits fell. Netflix slid as its subscriber growth and revenue outlook missed projections. Tesla declined as the carmaker cut prices. #MorganStanley #Tesla #Netflix	1
Finance	2023-04-20	A 20% downside for the S & ;P 500 and a possible earnings recession in the banking sector is predicted by Morgan Stanley's Chief Strategist, Mike Wilson. Wilson is one of the most bearish voices on Wall Street. He believes that earnings forecasts remain	1
Finance	2023-04-20	@acr352 @biancoresearch Morgan Stanleys rate is 4.25% no minimum preferred savings.	1
Finance	2023-04-20	@RicParolini @biancoresearch A 3-mo CD at Morgan Stanley is paying 5.03%	2
Finance	2023-04-20	Global-Market Insights 1/n -Not much happening in the US markets, investors digest major earnings -Indices closed flat, S & ;P500 at 4,154, Nasdaq at 12,157 -Tesla missed profit expectations, while IBM, Morgan Stanley, United Airlines, and Western Alliance beat forecasts	10
Finance	2023-04-20	@ellipsislacuna @BicepsBier This is a kid, not a mid-level executive at Morgan Stanley.	1
Finance	2023-04-20	Stockmarkets #DowJones -0.2% #NASDAQ as well as S & ;P500 flat! Earnings reactions Netflix -3.2% Morgan Stanley +0.7% After the bell reactions to results Tesla -6% IBM +2% What to track today Existing home sales Fed Speak Brent at 82.7$ Index at 102	10
Finance	2023-04-20	@Jack_Raines They're too busy gloating over Morgan Stanley's 9% drop	1
Finance	2023-04-20	Asia-Pacific markets are largely lower on Thursday as investors on Wall Street digest more earnings reports from names like Netflix, IBM and Morgan Stanley; ASX 200 (-0.16%) Nikkei 22 (-0.33%) KOSPI (-0.31%)	1
Finance	2023-04-20	@DivesTech Owning a standard eatery wasn't part of my expectations, but After a withdrawal of $45k maximum from a monthly investment of $9k i must say Mrs @AliciaOReynolds is one of the bestest trader you'll want to start with.,check her up for updates $5k capital will take you a long way.	1
Finance	2023-04-20	@emfarrelly Next thing theyll be calling for more investment from offshore dirty money; more inflammably- clad towers; more corrupt construction companies; more dead koalas. Property developers are greedy parasites.	1
Finance	2023-04-20	@DominicZijlstra @Han5Jan I'm not convinced. The return on investment is only if you run it several times, like 100 times. It will quickly appear as spam even if it brings marginal value. We need, as humans, to become better at detecting this new form of promotion. I'm not on Reddit, good for me :)	1
Finance	2023-04-20	@SowetanLIVE Owning a standard eatery wasn't part of my expectations, but After a withdrawal of $45k maximum from a monthly investment of $9k i must say Mrs @AliciaOReynolds is one of the bestest trader you'll want to start with.,check her up for updates $5k capital will take you a long way.	1
Finance	2023-04-20	Investment Masterclass with investor,	1
Finance	2023-04-20	@jbg_clt @Bullrun_Gravano Give it a rest no one cares people can buy what they want all you are doing is trying to rekt peoples investment every meme goes to zero	1
Finance	2023-04-20	@connieinygk @CTVNews He should have focused on our economy which pays for all of this instead of virtue signalling, a UN seat, and making statements which have frightened off investment. But he didnt because he just doesnt get it.	1
Finance	2023-04-20	@StoneKarinn I believe that @BBitci is a good investment for anyone	1
Finance	2023-04-20	@Devan_cluzel @pussdao #pusstoken ! an investment in knowledge pays the best interest!!	1
Finance	2023-04-20	Clear investment goals are key to determining how much money you need to invest, your investment time horizon, and your risk tolerance. Plan wisely and achieve your financial objectives. #InvestingTips #FinancialGoals #RiskManagement	1
Finance	2023-04-20	The 10 year Economic reform is expected to provide an overarching framework to guide the Government's policies aimed at boosting investment, improving productivity, raising exports, creating jobs, and improving living standards. #ResilientlyOnwards #Ethiopia @PowerUSAID @USAmbUN	1
Finance	2023-04-20	Ethiopia's booming Infrastructure, improving proprietary rights, suitable weather, caring people & ; best policies are attracting more investment. #ResilientlyOnwards #Ethiopia @FCDOGovUK @AFP @MikeHammerUSA @EUSR_Weber @HannaTetteh @LaetitiaBader @KenRoth @amnest @BradSherman	3
Finance	2023-04-20	The resilience of Ethiopian economy despite multiple shocks and the quick rebound is astounding. Even now, Ethiopia has the capacity to attract more investment both in debt & ; equity. #ResilientlyOnwards #Ethiopia @trussliz @UKParliament @CanadaFP	2
Finance	2023-04-20	@WorldofHotspur @DannyKyriacou Purely at the time, an investment opportunity.	1
Finance	2023-04-20	@KryptoKumas @ApexKingsNFT Don't rub it in!!! Think about the ones who actually thought of it as a good investment Though there were a lot of red flags from the beginning from 1000+ drop of the same car to the high price for a game that is still in alpha.. Wonder what they were thinking	1
Finance	2023-04-20	@AP Owning a standard eatery wasn't part of my expectations, but After a withdrawal of $45k maximum from a monthly investment of $9k i must say Mrs @AliciaOReynolds is one of the bestest trader you'll want to start with.,check her up for updates $5k capital will take you a long way.	1
Finance	2023-04-20	@CNN Owning a standard eatery wasn't part of my expectations, but After a withdrawal of $45k maximum from a monthly investment of $9k i must say Mrs @AliciaOReynolds is one of the bestest trader you'll want to start with.,check her up for updates $5k capital will take you a long way.	1
Finance	2023-04-20	@SriRudyBABA @DrProudman Here marriage comes with free alimony and maintenance. Its a flourishing business here with very low investment and lifetime returns guaranteed.	14
