CATEGORY	DATE	TITLE	COUNT
EVs	2023-04-20	@wil_da_beast630 Look at the Board of Directors, the Officers, the Scientists for Intel, Tesla, TSMC, Google, Nvidia, and on and on. They are from all over the world! Glad they chose the United States. Were I President, I would give a STEM graduate [vetted by the FBI] Green Card & ; E-Harmony.	1
EVs	2023-04-20	@Apogee_Ent Devastator, Chaingun Cannon & ; Freezethrower in Duke 3D Incinerator in Duke 3D Alien Armageddon Nuke in Shadow Warrior Shotgun, napalm cannon & ; Tesla cannon in Blood Dual SMGs, chaingun, bowling bombs and Ion Bow in Ion Maiden	1
EVs	2023-04-20	@longstorychort @ashtonpittman His hatred for Musk makes it impossible for him to objectively assess any SpaceX or Tesla accomplishment. Watch out, cuz someday someone is going to tell Ashton what a prick Thomas Edison was and hell viciously mock anyone who commends the invention of the light bulb.	1
EVs	2023-04-20	@warpentity @Factschaser @billpower The dependency of tesla and spaceX on government funding is totally different. In case of Tesla government pays tesla to help them compete with ICE cars In terms of SpaceX government needs a service For example sending Cargo to ISS. So it's actually spaceX who is helping ....	1
EVs	2023-04-20	@WholeMarsBlog Tesla doesn't get the same PE of the legacy auto companies and you know that.	1
EVs	2023-04-20	@elonmusk where is the exploding picture of Tesla's stock price? Already saw the exploding rocket 10 million times #mytaxmoneymadeyourich	1
EVs	2023-04-20	@danprimack @Tesla @SpaceX @StephenKing Can you even have two checkmarks?	1
EVs	2023-04-20	@WholeMarsBlog Not good enough. That 2-3% miss was the end of Tesla	1
EVs	2023-04-20	@elonmusk I think now Im joining the movement that says Tesla should at least dip their toe in the water with some informational advertising. At least a small amount, then Judge the response and see if it is more cost-effective than brute force cost cutting.	1
EVs	2023-04-20	@garyblack00 Chevy Bolt EV costs as low as $11,000 to qualified buyers in Oregon with a $14,000 EV state + Fed credit. Tesla is toxic as its right-wing CEO is more erratic and insulting by the day.	1
EVs	2023-04-20	@gabbie_tesla @FINALLEVEL It means plenty. Musk destroyed the whole reason for its inception. You add how much he shoots his mouth off, how inaccurate/plain wrong he is AND now, wanting $$$, more clones, fakes, joy riders will be at it. Some of them can be quite artful in their deceptions. You'll see...	1
EVs	2023-04-20	@EvasTeslaSPlaid @GerberKawasaki @Tesla You must be expecting one of the pie in the sky items to happen: FSD or energy business at the scale of auto	1
EVs	2023-04-20	@CaseyPrattABC7 @elonmusk buy it and build Tesla Park :(	1
EVs	2023-04-20	@BMT094 @CathieDWood @ARKInvest @Tesla ultimately illustrates the binary valuation of autonomy. either you believe tesla will solve/monetize it, or you dont. and most dont. thats what makes tesla/elon a controversial investment	1
EVs	2023-04-20	@dana_marlane Crazy how just a few days ago you thought Tesla would moon again.	1
EVs	2023-04-20	@westwing45_ @elonmusk He should have stopped at TESLA and Space-X	1
EVs	2023-04-20	@hogan_1969 @alexeheath Elon needs these people to bring in views and engagement. Without them, Twitter is just Nazis and Tesla fan accounts. Worthless	1
EVs	2023-04-20	In an interview he gave to the BBC on Wednesday, the boss of Tesla and @SpaceX revealed the real reason that led him to buy Twitter. Unexpected explanations... In an interview with the British media BBC on Wednesday, Elon Musk revealed the real reason why he took over Twitter.	1
EVs	2023-04-20	@elonmusk When it blew up did it smell like a tesla burning down a garage?	1
EVs	2023-04-20	@fReshhhh26 @PBRStreetGang7 Nvidia actually produces the best videocards in a very small market. Tesla makes a competing product vs tons of manufacturers in crowded industry. I think nvidia is grossly overvalued and deeplearning is alot of hype. Tesla dissapears nobody cares. Nvidia not so	1
EVs	2023-04-20	@elonmusk @Tesla - that the dealership was supposed to submit info within 14 days of placing order to secure funding. Tesla reps in NJ didnt do that and now I am facing the grunt. Reached out to everyone at this point including Tesla rebates department without any leads-HELP(2/2	1
EVs	2023-04-20	@elonmusk @Tesla - First of all, admire your work. Tesla stores in New Jersey screwed customers. They failed to submit orders to secure $2k funding from govt. Received a text asking me to pay extra $2k before I pick up my car. I reached out to NJ Charge UP and they confirmed(1/2	1
EVs	2023-04-20	Tesla's shares fell 9.8% after reporting a more than 20% drop in net income and GAAP earnings for Q1 compared to last year. CEO Elon Musk also hinted at prioritizing higher volumes over margins on the earnings call. #Tesla #stockmarket #Finance Do we buy Tesla now? $TSLA	2
EVs	2023-04-20	@CBDHempFarmer Better contact Xi and get that Chinese Tesla plant fast tracked.	1
EVs	2023-04-20	@tommyboy0690 Did they have a Tesla on board?	1
EVs	2023-04-20	@Notinjected418 He sounds suspiciously NDE: do u know if he had one? Einstein & ; Tesla both did!	1
EVs	2023-04-20	@fallacyalarm @WR4NYGov Not necessarily bearish, but definitely questioning the revenue potential ex fsd. Its not a bearish tesla thing its a valuation thing	1
EVs	2023-04-20	@TSLAFanMtl The biggest promoters of Tesla vehicles are Tesla owners. Honestly I have helped to buy over 7. I bought because somebody else had recommended it.	1
EVs	2023-04-20	@MinimalDuck @Tesla @elonmusk I saw that photo and thought you did it. Either way Im looking forward to your cybertruck photos!	1
EVs	2023-04-20	@TeamHeinrich You didnt create these jobs , the private sector did @Tesla and @Rivian added onto and opened up two big factories . One in Texas and the other on Illinois for your EV agenda. And yet crickets from you about these two all American companies #USA	1
EVs	2023-04-20	@GerberKawasaki Advertising after 11 years of making production EV and try to educate millions of people who already know Tesla from friends, MSM and social media?	1
EVs	2023-04-20	@Kevin10919728 @andrewhobbins9 Tesla and Def Leppard	1
EVs	2023-04-20	@farzyness It would be nice to see some sweet Tesla commercials. The Tesla Twitter account posts some awesome vids.	1
EVs	2023-04-20	@SawyerMerritt As an investor since 14 ( many ups and downs in the stock) and a new Y owner I have never been more pleased with the overall direction of Tesla if you own and study the company as you and many others do you get it. Will it be a rough 6 months ..maybe 12 monthshang tough!BUY	1
EVs	2023-04-20	@DichiaraJohn @westwing45_ @elonmusk You are definitely a dumbass if you think that Elon Musk is in any way comparable to fucking Einstein. Maybe to Edison, another piece of shit that made his money off the backs of engineers, smearing real geniuses like Nikola Tesla. Perfect comparison actually	1
EVs	2023-04-20	okay who's win the tesla giveaway?	6
EVs	2023-04-20	@AlbertBridgeCap Makes sense to me. Tesla has made great progress on fsd. Did you think space x could make reusable rockets in 2011?	1
EVs	2023-04-20	@unusual_whales Still a low balling price imo if Tesla decide to fully offer insurance coverage, that could take this to another level. Its coming.	1
EVs	2023-04-20	Please Elon help. I want Oregon DMV to specify criteria they will use to evaluate acceptable vision field with a true FSD Tesla. Im an engineer with 20-20 main, normal left peripheral and 100deg vrs 110 required. I will donate my time.	1
EVs	2023-04-20	@latestinspace @elonmusk owes the owner a brand new Tesla	1
EVs	2023-04-20	@WholeMarsBlog F only need to increase they proft margin by 60% to get to tesla.	1
EVs	2023-04-20	@KujikawaRisuke I MEANT THE TESLA SUIT XD	1
EVs	2023-04-20	@Tesla Pls allow us to add waypoints !!! With MCU1, its not possible to set waypoints in the car having it possible in the App would solve this !	1
EVs	2023-04-20	@OnlyBangersEth Thank God Tesla semis are coming.	1
EVs	2023-04-20	@MatthewDR @Tesla It looks like that worker is getting the Cybertruck line ready. Canisters of compressed air are used for a variety of purposes,from powering the production line itself to helping assemble the Cybertruck. It will be fun to see the work that goes into making these awesome vehicles!	1
EVs	2023-04-20	@MatthewDR @Tesla Downunder cybertruck testing Mad Max home turf end-to-end private charging Mech and tyre tech onsite discretion assured	1
EVs	2023-04-20	@EmmetPeppers Sigh you guys need to talk more with people who do not give a shit about Tesla or EV educate is such condescending way to communicate, this ad campaign will turn off 99% of them instantly.	1
EVs	2023-04-20	@TashaARK My Tesla price target is $28 $TSLA	1
EVs	2023-04-20	@superbIoom My Brain tells me Michael, because he has a Tesla, but my gut tells me its Ash	1
EVs	2023-04-20	All the kings horses and all the kings men cant help lEon pick up the pieces of tesla, spacex or twitter again. Midas touch? Hardly..	1
EVs	2023-04-20	@2weeksProbably @PBRStreetGang7 I literally had the same conversion with a different Tesla Bull.	1
EVs	2023-04-20	What a breathtaking sight to see Starship soar into the sky. @elonmusk is a visionary leader who makes us dream of a better future. #Starship #SpaceX #Mars #ElonMusk #Tesla #SpaceX #Neuralink #TheBoringCompany #Starlink #SolarCity #Hyperloop #OpenAI #PayPal	1
EVs	2023-04-20	@thejefflutz @EmmetPeppers @AlbertBridgeCap @Tesla I inferred an eventually element to that as well..like..if / when autonomy became an actual thing that they could effectively sell for zero & ; still come out flush in long haul, but in todays challenged environment, Tesla was strategically choosing price reduction 2 enable volume	1
EVs	2023-04-20	@WholeMarsBlog Even after Tesla reduces prices drastically..	1
EVs	2023-04-20	@mdnellie @EmSheDoesIt A rocket that exploded and Tesla issues. Sell Twitter, Musk.	1
EVs	2023-04-20	@JoelWBerry Spot on-Their hate for him grows daily. I pray for him/ask others to do so, also. He's a very influential man who I believe is trying to make the world a better place. I started following his work when I lived in SV & ; visited the Tesla Gallery at Stanford Shopping Center-AMAZING.	1
EVs	2023-04-20	@Tesla Could have released an Android app at the same time no?	1
EVs	2023-04-20	@shoveitjack Well u cant make a dumber statement about selling ur Tesla for a Volkswagon...so ur pretty safe dumbas	1
EVs	2023-04-20	@NotATeslaApp @Tesla_App_iOS As expected the new trip planner is not available in China.	1
EVs	2023-04-20	@WholeMarsBlog @elonmusk @Tesla FSD For 9.1 CAD$ a daily subscription would be worth getting. However this monthly subscription only available in USA, what about rest of the world? ( I dont live in USA but here in Canada i cant get it. So i dont buy FSD hw3 for 20k CAD$)	1
EVs	2023-04-20	Elon Musk launched a rocket, dealt with bad news at Tesla, stoked fear that AI could end humankind, and rolled out another controversial change on Twitter. Through it all, Musk exemplifies the danger of what happens when technology and ego collide.	1
EVs	2023-04-20	@mehdirhasan As Tesla shares tank and rocket prototype #24 blows up. Yeah boy wonder. He's smashing twit to pieces too	1
EVs	2023-04-20	lmfao Tesla stock dropped HOW MUCH today??? holy shit	1
EVs	2023-04-20	@Plotter_Depot @DatHandsomeJerk @28delayslater Yeah...I wish Elon would spend more time with Tesla because thats the reason FED has increased rates so much...Are you for real?	1
EVs	2023-04-20	@2weeksProbably Taking quotes out of context to get your daily anti Musk/Tesla tweet in I see.	1
EVs	2023-04-20	@Scobleizer The big takeaway is that for the past several years weve all been buying up massive AI compute power that has yet to be fully unlocked. This is not accidental on the part of Apple Tesla NVIDIA etc. AI is going to be MUCH bigger and more useful than the current shiny things.	1
EVs	2023-04-20	@ChrisDVernon Yes, except your NVIDIA card can't drive a car and isn't connected to a central AI like my Tesla is.	1
EVs	2023-04-20	@GerberKawasaki But he is strangling his competitors. That will pay off much better than immediate profits. If you want profit invest in GM. Tesla is cutting edge.	1
EVs	2023-04-20	@eliant_capital She's not wrong. At the rate price cuts are going a Tesla will be $2,000 by 2027.	1
EVs	2023-04-20	@pattonoswalt I wouldnt take a free Tesla. Then again I dont want to go up in smoke. Seriously, I wouldnt take one to sell.	1
EVs	2023-04-20	@BalkanmemesTr First of all Turks have nothing to do with Balkans , Second if you are Turk I will unfollow and I will tell everyone to unfollow this Turkish propaganda channel. If you are Turk you can create a Middle East Memes and start writing there about Turks . Tesla was Serbian	1
EVs	2023-04-20	@WilliamBriot @Carnage4Life Richest man is not because of IQ. But running make up shit fraud with Tesla. Whole stock price is running on fraud of tech advancement they dont have	1
EVs	2023-04-20	@AlexanderRossi @RyanHunterReay If you had won the 500 in a Tesla, maybe you'd be okay...	1
EVs	2023-04-20	@WholeMarsBlog The more i think about it, the more confident I feel about Tesla. The only question is how soon can they build new factories to fill demand	1
EVs	2023-04-20	I will never buy a Tesla and I would never buy a blue check mark on a free app #BlueCheckMark	1
EVs	2023-04-20	@MatthewDR @Tesla Very interesting! Looks like this compressed gas tank is a pretty important component of the Cybertruck production line. It's pretty amazing to see all the pieces that go into creating the Cybertruck, and it's cool that we get such a clear view into the process.	1
EVs	2023-04-20	Scrolling through Twitter thinking about the guy I went on a few dates with forever ago who had a Tesla and was obsessed with 3L0n - it was nice to ride in the Tesla but damn I dodged a bullet with that one	1
EVs	2023-04-20	#Defensivedriving With all the trial and errors of AI inside the Tesla cars, while in the autonomous mode, does it compensates for human error? How does AI decipher another drivers mistake? As a professional driver Id be totally uncomfortable knowing misjudgment happens.	1
EVs	2023-04-20	@SERobinsonJr @Tesla @PepsiCo Haven't thought of a bed for long trips???	1
EVs	2023-04-20	@TeslaTomMY1 @ElectrekCo @Tesla I like the bottom one better.	1
EVs	2023-04-20	@kanelawless420 @kodiak149 @elonmusk @SpaceX @Tesla YES!!! And it HAD to be you!	1
EVs	2023-04-20	@LikesFriedRice @hamids @Tesla @elonmusk It may get to a point where it works quite well but quite well and full autonomy are two very different things.	1
EVs	2023-04-20	@feeonlyplanner After blowing up Tesla margins on 4/19	1
EVs	2023-04-20	@muaythhai @TitterAreTwats @thematrixwizard @SpaceX Lol you clearly have the brain of a child or an idiot. Musk wants to actually further the things that will improve humanity and technology as a whole. Imagine the Tesla revolution would bring down wholesale energy costs, thus improving food production and indirectly helping	1
EVs	2023-04-20	@Kanthan2030 Trust BYD more than I trust Tesla... Musk likes to make explosive stuff	1
EVs	2023-04-20	@DBurkland @Tesla Will have to try a trip and compare it and a Better Route Planner.	1
EVs	2023-04-20	@Teslarati @KlenderJoey I drive a Tesla and feel its not ready. I have a Y and feel not just software, some hardware upgrades are needed to make sure its able to self drive.	1
EVs	2023-04-20	#Defensivedriving With m all the trial and errors of AI inside the Tesla cars, while in the autonomous mode, does it compensates for human error? How does AI decipher another drivers mistake? As a professional driver Id be totally uncomfortable knowing misjudgment happens.	1
EVs	2023-04-20	Today is the day having the blue check mark is similar to buying a new Tesla.	1
EVs	2023-04-20	@fuckyouiquit Yes, and I hear he plans to label Tesla government funded cars.	2
EVs	2023-04-20	@Abrvhm @WholeMarsBlog Tesla is Tesla because of the products and the mission. Not because they don't advertise. This is so stupid.	1
EVs	2023-04-20	@TESLA_is_TREX @herbertong Thanks!	1
EVs	2023-04-20	@GerberKawasaki Ross while I agree with you on most things I'm not sure if marketing is the issue. Most people know what a Tesla is pretty well by now. Not quite sure if it'll help a whole lot. There's only so many people who can afford to buy a $50k+ vehicle.	1
EVs	2023-04-20	@gabbie_tesla I dont pay for Twitter Blue, but I don't block any people #DoOnlyGoodEveryday is the way	1
EVs	2023-04-20	@freshjiva As a CFA, you should have some professional skepticism on whether Teslas cost baseis as they sayand maybe wonder why theyve spent $17 billion on capex over the last 3 years for only 2 factories. Maybejust maybe, there is some accounting fuckery capitalizing opex	1
EVs	2023-04-20	@WholeMarsBlog Its going to be tough for someone to shell out $15K for a $42K Tesla. Thats 40% additional cost.	1
EVs	2023-04-20	Hey @Tesla could the windshield wiper button on the steering wheel of modern model 3 open up a scroll wheel windshield wiper speed adjust the way the model X and s to do?	1
EVs	2023-04-20	@BriannaWu @elonmusk @SpaceX Lol said Brianna, on Twitter. I'm getting on a plane rn, my Tesla's being charged at my destination . I'll wait for NL 4.0 tho	1
EVs	2023-04-20	@elonmusk is allowing @dogecoin purchases through Tesla big step for @dogecoin	1
EVs	2023-04-20	@garyblack00 Not everyone can buy a Tesla. I own a condo, but no where and no way to plug in. I'd love to buy one but the infrastructure isn't here.	1
EVs	2023-04-20	@GerberKawasaki Hey Ross, whats Teslas vision; we does it exist	1
EVs	2023-04-20	Derek Grant to Tampa for that huge ass tesla coil #NHLTrade	2
EVs	2023-04-20	@teslascope @Tesla @Tesla_App_iOS Now they need to make it so so so much easier to locate and navigate to Superchargers. Like if I type in a city where there is a Supercharger, it should come up. And then if I am looking at the deets for a SC, there should be a simple Navigate button. @elonmusk @TeslaCharging	1
EVs	2023-04-20	@SpectralSedai Maybe combined with the, what few Bill he's still on the hook for buying twitter AND the drop in Tesla Stock AND him constantly making a buffoon of himself, it's starting to add up?	1
EVs	2023-04-20	@agurevich23 @sspencer_smb @ritholtz @carsandbids Tesla is opening up superchargers. You'd have to have a pretty bad miscalculation with a 500 mile car.	1
EVs	2023-04-20	@ElectrekCo Being the Tesla Cybertruck got delayed again to 2024, I'd have to say the Fisker Ocean.	1
EVs	2023-04-20	@warpentity @Factschaser @billpower I am not interested in Tesla. Here he talks about Electric car subsidies. which is different from Contracts	1
EVs	2023-04-20	@fromVeganning @tesla_raj @elonmusk @Tesla No shot	1
EVs	2023-04-20	@Tesla @elonmusk Stop decreasing the value of the car. I want to support Tesla but will keep delaying the vehicle until the price stabilizes.	1
EVs	2023-04-20	@chuqtas @Tesla Hopefully not for too much longer. Progress is picking up speed !	1
EVs	2023-04-20	@NorwegianRoad @GerberKawasaki What are you folks talking about? Elon is a conman who stole most of his ideas, He didn't invent the @Tesla He didn't invent reusable rockets He didn't invent Twitter He didn't invent Solar panels He didn't invent being a A-hole But yeah, hes a genius! smh	1
EVs	2023-04-20	@sickendun2death @robbowlin86 @tweet4all2c @StephenKing I mean, I get ityou want to suck up to Elon. Id suggest looking at Teslas price over the last day, fanboi, before you offer to suck him off.	1
EVs	2023-04-20	@tashwastaken @GeorgeNotFound @GeorgeNootFound literally the only reason why i would buy a tesla	1
EVs	2023-04-20	@RasKanji @GerberKawasaki @garyblack00 @elonmusk I do understand what youre saying to a point. But Teslas are still the safest cars created, only ones with fsd, the best margins in the ENTIRE auto industry, and def the best EV in the game despite dropping prices. The point I see that youre not getting is the macro situation	1
EVs	2023-04-20	@hwinkler4real I told him not to use the Tesla engine	1
EVs	2023-04-20	@CantStopMeTwit @KneeKnob @krassenstein Those people owned the rights to the name Tesla dumb ass. It was not even the same company. Musk literally just bought the name lol	1
EVs	2023-04-20	@Tesla @elon Elon, when are you going to add Ukraine into Tesla maps? There are thousands Tesla cars in Ukraine but without navigation big display is useless and its big disadvantage. Is it a problem for Tesla?	1
EVs	2023-04-20	@garyblack00 But remember when you said Tesla to 500 within 6 months	1
EVs	2023-04-20	@TESLA_is_TREX @JohnBWellsCTM @DianaArthur17 Hermano, you are blessed to have left the western insanity of the US and Canada.	1
EVs	2023-04-20	Tesla stock is a bargain right now folks. Buy!!	1
EVs	2023-04-20	@Scobleizer I have an old M1 Max, the Tesla processing, albeit impressive is less than 7x my laptop never mind 150x - thousands x. I have (like many people a gaming PC with more AI compute power than the Tesla. Again not a knock on Tesla, but facts only count when theyre facts.	1
EVs	2023-04-20	Elon Musk is not a genius, he lied about his academic credentials and took credit for other peoples work, most notable at Tesla & ; SpaceX. He paid PR firms for the myth that was created around him being a tech savior. He is not, hes a narcissistic grifter & ; chaos agent.@elonmusk	751
EVs	2023-04-20	@SawyerMerritt Anyone that believes this shit deserves to lose money. 10M is not happening even by 2030, or ever. Cars are not like phones. And L5 may not be solved in 10 years. Even solved, Tesla may not be the one to solve it.	1
EVs	2023-04-20	@cfrazierjr My issue is Bitcoin to 1 million by 2030. If I was on her board, would fire her for being so irresponsible. At least Tesla is a big business.	1
EVs	2023-04-20	I just discovered this one out now. That's the KEY for Teleportation as WELL. NIKOLA TESLA YOU FKING MAGICIAN!	1
EVs	2023-04-20	@AmazonDSWorker @MuellerSheWrote They arent. Because that makes no sense. The money goes to the purchaser when they do their taxes. And leasees will only get a portion. Tesla wont get any.	1
EVs	2023-04-20	@strengthPlan It would be even worst if you've also have bought a Tesla last year.	1
EVs	2023-04-20	@c4chaos @GerberKawasaki 1/2) $TSLA It's simple. The $25k EV will have an even lower profit margin and #Tesla will become competition for itself in terms of cannibalization.	1
EVs	2023-04-20	@SawyerMerritt Wow, that's incredible! It's amazing to see the potential future value of Tesla stock. Even if we take the bear case into consideration, Tesla appears to be an extremely valuable investment. Thanks for sharing this news!	1
EVs	2023-04-20	@MinimalDuck @Tesla @elonmusk Bro....... Bro..	1
EVs	2023-04-20	@Red_White_Blue5 @CantStopMeTwit @krassenstein He didnt create Tesla, moron. Dont procreate, for fucks sake.	1
EVs	2023-04-20	@Tesla Nice add	1
EVs	2023-04-20	@ask_aubry Just like Tesla cars and Twitter. Everything Elon touches explodes.	1
EVs	2023-04-20	@gmbutts Poor GB the more you whine the more pathetic you look. Tesla and space x are not media. Your biggest fear just came true, media control is over.	1
EVs	2023-04-20	Why would you ever bet against America? All these doomsayers, this is the best damn country on the planet. all I hear is world is going to end, the dollar is gone, blah, blah, blah, blah. Last 10 years: Apple, MSFT, AI, Tesla, new drugs, new vaccines, Biggest MOFO rocket ever	1
EVs	2023-04-20	@JCOviedo6 AutoTrader doesnt sell new Teslas, they are only sold by Tesla! Since Tesla is the largest seller of EVs, their report is meaningless.	1
EVs	2023-04-20	@duncandelano1 @gane_joshua @The_Mel_Fuller @tactical_viper2 @lavern_spicer @POTUS Oh yeah he worked really hard making Twitter polls, brother elon has no idea what hes talking about especially with regards to spacex and Tesla.	1
EVs	2023-04-20	@Yeahisaiditboy Im still shocked that he bought tesla and it wasnt his idea is wilddddd like they paint him to be this never seen before genius when he isnt all that is crazy	1
EVs	2023-04-20	@JoshieOn @klwtts @Tesla Agree. Currently trading in my 2016 multi-coat red for a 2023 ultra red - both model S. Very excited. I used to have a red Lexus RX and always thought it was a great color - deep, rich.	1
EVs	2023-04-20	@NickAdamsinUSA @GrillmeisterJo1 Ask Tesla how their day is going.	1
EVs	2023-04-20	"@casio_juarez @alexeheath ""...wondering how a person with so little self-awareness is able to breathe"" There's a long life Tesla Battery up his butt and fully wired?"	1
EVs	2023-04-20	@thejefflutz @EmmetPeppers @AlbertBridgeCap @Tesla Elon RUDs! SpaceXs RUD: Rapid Unscheduled Disassembly SpaceX - > ; ExplodeX? What an explosive performance! & ; Post earnings call Teslas RUD: Rapid Unscheduled Disappointmnt TSLA - > ; Free-fall (-10%) What a ride! May Maana bring Elon scheduled success! FSD by Yr End!	1
EVs	2023-04-20	@TESLA_is_TREX @RepNancyMace The Us is way more corrupt than Mexico. Kickbacks and bribes are legalized here. They think people are stupid because most are.	1
EVs	2023-04-20	@elonmusk My son wants to know if your rocket will be carrying a Tesla Cyber struck to Mars when that happens. They need something to drive!!	1
EVs	2023-04-20	@EmmetPeppers @RonMadison11 @Tesla @elonmusk Its better for people to have a cheaper car than be marketed to	1
EVs	2023-04-20	@kalmantibs Or fix Tesla a lot more	1
EVs	2023-04-20	@Red_White_Blue5 @KneeKnob @krassenstein Wrong again. Tesla was founded by Martin Eberhard and Marc Tarpenning in 2003, Elon didnt come around until 2004 when he invested and bought into the company and became chairman.	1
EVs	2023-04-20	@greggertruck @joerogan @elonmusk @Tesla So thats what I sound like when someone asks about Cybertruck lol	1
EVs	2023-04-20	@SagaciousNJ @SethAbramson @Erdayastronaut I'm not hero worshipping, I'm just suggesting objectivity. Fact is I've got some serious issues with Musk (all things Twitter, labor issues), but I been paying attention to SpaceX a long time, and I'm here to tell you he's VERY involved in product design, both at SpaceX and Tesla	1
